From	To
F4JC20	3702.AT3G66652.2
D3ZZJ4	10116.ENSRNOP00000051323
Q9HAZ1	9606.ENSP00000316948
Q9SZZ4	3702.AT4G25660.1
Q9Z2P5	10116.ENSRNOP00000027759
D3ZF50	10116.ENSRNOP00000031394
Q60821	10090.ENSMUSP00000006377
C0LGN2	3702.AT3G14840.2
Q9LIB2	3702.AT3G29320.1
F4ICB5	3702.AT1G18660.4
Q9LV01	3702.AT5G58550.1
Q8BH57	10090.ENSMUSP00000042509
Q5NEE1	177416.FTT_1696
P63088	10116.ENSRNOP00000047912
Q7TP59	10116.ENSRNOP00000011263
Q9LYN2	3702.AT3G56090.1
Q9NZ72	9606.ENSP00000359070
Q8L3X8	3702.AT3G55460.1
P21359	9606.ENSP00000351015
A8MR65	3702.AT5G02200.2
Q9ES38	10116.ENSRNOP00000026574
D4A857	10116.ENSRNOP00000011105
P08572	9606.ENSP00000353654
Q9C5J9	3702.AT5G64813.1
P08107	9606.ENSP00000364801
P18850	9606.ENSP00000356919
Q9FZ76	3702.AT1G18540.1
Q6NVV7	9606.ENSP00000325301
D4AC36	10116.ENSRNOP00000021017
Q8GUP1	3702.AT1G17760.1
Q6DGG9	10116.ENSRNOP00000033945
Q9R0I6	10116.ENSRNOP00000009336
Q9LTF7	3702.AT5G52600.1
Q9SEX2	3702.AT1G80350.1
Q8H0T5	3702.AT1G72360.2
Q9ZSJ0	3702.AT4G01750.1
O15131	9606.ENSP00000357552
Q63604	10116.ENSRNOP00000045635
Q8VWJ2	3702.AT4G18170.1
P61959	10116.ENSRNOP00000004867
Q9M0E2	3702.AT4G29410.1
Q86VX2	9606.ENSP00000278980
Q9FKJ0	3702.AT5G60570.1
O23379	3702.AT4G15250.1
Q9LYT1	3702.AT3G59050.1
P06686	10116.ENSRNOP00000054947
Q07666	9606.ENSP00000313829
F1M392	10116.ENSRNOP00000063345
O03983	3702.AT1G01470.1
Q9M8S6	3702.AT3G02850.1
Q9FNQ1	3702.AT5G61140.2
Q6AYC2	10116.ENSRNOP00000047579
Q9WVI4	10116.ENSRNOP00000040361
Q86WP2	9606.ENSP00000264779
Q9SKN2	3702.AT2G28380.1
Q56B11	10116.ENSRNOP00000026102
P84083	10116.ENSRNOP00000010429
Q9LDD8	3702.AT4G34030.1
P53668	10090.ENSMUSP00000015137
Q9SAJ6	3702.AT1G79530.1
Q94BQ3	3702.AT5G10940.1
Q9FK72	3702.AT5G45710.1
Q9FRV4	3702.AT3G15170.1
Q9FKJ9	3702.AT5G60480.1
Q9M012	3702.AT5G01640.1
Q8VI04	10116.ENSRNOP00000027459
Q9SL41	3702.AT2G18060.1
P17764	10116.ENSRNOP00000010573
O35165	10116.ENSRNOP00000005046
P35053	10116.ENSRNOP00000066597
Q8LE58	3702.AT1G17730.1
F1S0W0	9823.ENSSSCP00000006127
Q8LPR5	3702.AT3G15030.1
Q9SZD6	3702.AT4G29060.1
Q9FVC1	3702.AT2G22540.1
P31720	10116.ENSRNOP00000017385
Q9JKC8	10090.ENSMUSP00000117346
P92948	3702.AT1G09770.1
Q0WRY5	3702.AT5G02800.1
P70500	10116.ENSRNOP00000013691
Q8GUI6	3702.AT4G20400.1
Q8VZ95	3702.AT3G60600.1
Q8H1U5	3702.AT2G04660.1
Q9C6Y3	3702.AT1G44110.1
Q8LPJ4	3702.AT4G19210.1
Q9SJW3	3702.AT2G03680.2
Q08380	9606.ENSP00000262776
Q9M1X5	3702.AT3G60010.1
Q9FX64	3702.AT1G13330.1
Q9Z1K9	10116.ENSRNOP00000010648
Q39108	3702.AT4G38460.1
Q96BY2	9606.ENSP00000451594
Q8H106	3702.AT3G50110.1
Q9WVE9	10116.ENSRNOP00000045513
P47196	10116.ENSRNOP00000038369
Q10567	9606.ENSP00000350199
F1LW22	10116.ENSRNOP00000039831
Q9EPI6	10116.ENSRNOP00000058016
P21796	9606.ENSP00000265333
Q9C9S2	3702.AT1G78100.1
Q08708	9606.ENSP00000329507
O65155	3702.AT4G10920.2
P38935	9606.ENSP00000255078
Q94CD4	3702.AT5G13190.1
Q84TD6	3702.AT3G04070.1
Q94C33	3702.AT3G51180.1
P57742	3702.AT5G23290.1
Q0WQN9	3702.AT5G10440.1
Q9T091	3702.AT4G27690.1
Q8VYA5	3702.AT2G37340.1
Q7Y1C5	3702.AT4G00020.2
O22059	3702.AT2G46410.1
Q9LXT3	3702.AT3G58680.1
Q68FQ2	10116.ENSRNOP00000012247
Q9C5F6	3702.AT4G38550.1
Q9C504	3702.AT1G31760.1
O35509	10116.ENSRNOP00000010197
Q8K3R0	10116.ENSRNOP00000015451
Q7TT49	10116.ENSRNOP00000036487
Q9LVQ8	3702.AT5G66720.1
Q9LUV4	3702.AT3G22440.1
Q8L9J7	3702.AT1G21460.1
D3ZAF6	10116.ENSRNOP00000029426
P0CZ23	3702.AT1G06290.1
Q2IBD4	10116.ENSRNOP00000011135
O23222	3702.AT4G36590.1
Q9P275	9606.ENSP00000441214
Q8L4H0	3702.AT1G02970.1
Q9S9Z2	3702.AT1G34670.1
Q940Z2	3702.AT3G12380.2
Q96253	3702.AT1G51650.1
O70260	10116.ENSRNOP00000028814
Q9SY09	3702.AT4G02840.2
Q944S5	3702.AT3G28670.1
C0LGU7	3702.AT5G45840.2
O35147	10116.ENSRNOP00000061855
Q9SZL8	3702.AT4G38180.1
F4KAB8	3702.AT5G44635.1
Q9C553	3702.AT1G51580.1
Q3EBD3	3702.AT3G02065.2
O14733	9606.ENSP00000381070
P13941	10116.ENSRNOP00000004956
Q4FE47	3702.AT3G23280.1
Q8RWG0	3702.AT2G36720.1
O22149	3702.AT2G45220.1
P04897	10116.ENSRNOP00000022550
Q9FT69	3702.AT5G27680.1
O80988	3702.AT2G26080.1
D3ZTE0	10116.ENSRNOP00000061983
P49674	9606.ENSP00000380044
Q8W586	3702.AT4G21800.2
F1SIK8	9823.ENSSSCP00000017651
Q88A90	223283.PSPTO_0502
Q9LV21	3702.AT3G18190.1
O04658	3702.AT5G27120.1
Q52KJ9	10116.ENSRNOP00000009587
Q94BY1	3702.AT3G52155.1
Q5U651	9606.ENSP00000222145
P62982	10116.ENSRNOP00000005872
Q9FIX8	3702.AT5G43620.1
O22922	3702.AT2G30260.1
Q5NGL8	177416.FTT_0817
Q8H1S2	3702.AT4G25920.1
Q14258	9606.ENSP00000323889
P62826	9606.ENSP00000446215
P62140	9606.ENSP00000378769
P30729	10116.ENSRNOP00000024137
Q9EQL9	10116.ENSRNOP00000018032
Q9LNW0	3702.AT1G07400.1
Q9M1Z3	3702.AT3G59810.1
Q9FNJ9	3702.AT5G22620.1
Q66HD0	10116.ENSRNOP00000034846
P42801	3702.AT4G39800.1
P10719	10116.ENSRNOP00000003965
Q9QX74	10116.ENSRNOP00000067841
P07895	10116.ENSRNOP00000025794
Q9FKQ5	3702.AT5G65330.1
Q62718	10116.ENSRNOP00000037037
Q6PEC4	10116.ENSRNOP00000007676
Q8GYA6	3702.AT4G19006.1
P35226	9606.ENSP00000365851
P93831	3702.AT2G23380.1
P36972	10116.ENSRNOP00000061449
Q9LN63	3702.AT1G19350.3
Q9Z0U4	10116.ENSRNOP00000047788
Q8L8Y0	3702.AT1G58380.1
Q6NQ19	3702.AT5G25170.1
Q9LMU2	3702.AT1G17860.1
Q9LTE2	3702.AT5G52750.1
Q8VC66	10090.ENSMUSP00000101759
P43291	3702.AT1G10940.2
P42346	10116.ENSRNOP00000014167
Q9LYM0	3702.AT3G56220.1
P42818	3702.AT3G08730.1
Q01714	10116.ENSRNOP00000019403
Q8LAV5	3702.AT3G53310.1
Q99963	9606.ENSP00000320092
F4IXW2	3702.AT3G43300.1
Q5XI51	10116.ENSRNOP00000003421
P97546	10116.ENSRNOP00000012091
Q9C576	3702.AT5G22120.1
O35587	10036.XP_005086428.1
P55215	10116.ENSRNOP00000022672
Q84JT5	3702.AT1G21280.1
Q9SF16	3702.AT3G11830.1
Q852U6	3702.AT1G49850.1
Q9BX70	9606.ENSP00000255608
P38418	3702.AT3G45140.1
P61107	10116.ENSRNOP00000025649
Q6AZ54	10116.ENSRNOP00000042341
O49545	3702.AT5G65700.2
Q9LIN3	3702.AT3G26420.1
Q9FM29	3702.AT5G40690.1
Q14161	9606.ENSP00000347464
Q9NPJ6	9606.ENSP00000258648
Q9FVW9	3702.AT1G77400.1
Q7X9H5	3702.AT5G49420.1
P49458	9606.ENSP00000305230
Q9LR33	3702.AT1G23290.1
P63142	10116.ENSRNOP00000042653
F4I878	3702.AT1G64690.1
Q93VK9	3702.AT3G48210.1
Q9SUU5	3702.AT4G32470.1
Q9M336	3702.AT3G53900.2
Q9S9P6	3702.AT1G30530.1
Q9LMT2	3702.AT1G17980.1
Q9EQH1	10116.ENSRNOP00000016361
P0C869	9606.ENSP00000396045
Q9CA32	3702.AT1G68490.1
Q8L4Y2	3702.AT1G75020.2
A8K855	9606.ENSP00000360129
F4IPK2	3702.AT2G18000.2
P35611	9606.ENSP00000264758
Q8L616	3702.AT5G17700.1
F4J220	3702.AT3G50920.1
Q9SAI2	3702.AT1G80780.3
Q8VYP8	3702.AT5G23130.1
Q1WIM1	10116.ENSRNOP00000026793
Q6QI89	10116.ENSRNOP00000003247
Q8VZ73	3702.AT2G39100.1
P50995	9606.ENSP00000398610
Q16512	9606.ENSP00000343325
P62995	9606.ENSP00000416959
Q3E965	3702.AT5G24920.1
Q9FT81	3702.AT4G09820.1
O88761	10116.ENSRNOP00000024306
O22779	3702.AT2G33270.1
P19366	3702.ATCG00480.1
Q6IMY8	10116.ENSRNOP00000046783
Q15843	9606.ENSP00000250495
F4K4Y5	3702.AT5G55660.1
Q9LD60	3702.AT3G55200.1
Q8GWI7	3702.AT1G52070.1
P32182	10116.ENSRNOP00000017742
Q8W4P9	3702.AT3G28430.1
Q9T0G2	3702.AT4G10040.1
O04204	3702.AT2G40010.1
Q8BGQ1	10090.ENSMUSP00000072527
P46032	3702.AT2G02040.1
P05696	10116.ENSRNOP00000004699
Q03351	10116.ENSRNOP00000044402
Q8W4B1	3702.AT5G53060.1
O54861	10116.ENSRNOP00000051102
Q8LF21	3702.AT1G14830.1
F4IQG4	3702.AT2G18196.1
Q62764	10116.ENSRNOP00000007427
Q6NLB7	3702.AT5G65925.1
O81472	3702.AT4G08480.1
P62997	10116.ENSRNOP00000002429
Q6IPM2	9606.ENSP00000480715
Q9LU91	3702.AT3G26000.1
Q9LFV0	3702.AT5G15760.1
P02671	9606.ENSP00000306361
Q9Y262	9606.ENSP00000485663
P31596	10116.ENSRNOP00000007604
Q9S744	3702.AT3G51920.1
O23188	3702.AT4G36970.1
Q60803	10090.ENSMUSP00000021706
P97836	10116.ENSRNOP00000022351
Q3B8Q2	10116.ENSRNOP00000066302
Q9LVS8	3702.AT5G47310.1
Q9FFQ5	3702.AT5G63590.1
Q9M439	3702.AT1G10070.1
O80448	3702.AT2G38230.1
Q94BY7	3702.AT3G17930.1
P50430	10116.ENSRNOP00000014860
P29383	3702.AT2G03710.1
Q2TAC2	9606.ENSP00000374292
Q9LK43	3702.AT3G23750.1
Q6AYL4	10116.ENSRNOP00000004184
F4JN35	3702.AT4G35580.2
Q08174	9606.ENSP00000287008
Q4VSI4	10116.ENSRNOP00000041134
Q9C9A9	3702.AT1G73870.1
Q700D2	3702.AT5G03150.1
Q05763	3702.AT4G34570.1
Q9SGP6	3702.AT1G28480.1
Q04666	10116.ENSRNOP00000002346
Q9LTV3	3702.AT3G12830.1
Q9FZ32	3702.AT1G55000.1
Q8RX71	3702.AT3G51780.1
O80831	3702.AT2G45880.1
Q9SZL7	3702.AT4G38170.1
P57741	3702.AT5G49510.1
Q42605	3702.AT1G12780.1
Q9C7S5	3702.AT1G72300.1
Q9FWX2	3702.AT1G12260.1
Q9M888	3702.AT3G02530.1
Q56WM6	3702.AT1G31650.1
Q9C717	3702.AT1G55170.1
Q5BJT7	10116.ENSRNOP00000003435
Q5BJQ5	10116.ENSRNOP00000023871
Q9SN78	3702.AT3G47600.1
P46601	3702.AT5G47370.1
Q94JQ4	3702.AT3G20390.1
Q9SD38	3702.AT3G51080.1
Q9LHI7	3702.AT3G12200.2
P62195	9606.ENSP00000310572
Q9SHU6	3702.AT2G15300.1
Q0WUA3	3702.AT1G60600.2
Q9SUW2	3702.AT4G22570.1
Q6NUN9	9606.ENSP00000395007
Q84W66	3702.AT5G47670.1
Q9SSW0	3702.AT5G43170.1
Q84JU6	3702.AT2G39810.1
Q66HG9	10116.ENSRNOP00000033476
Q9ZPI1	3702.AT3G11710.1
Q94AV5	3702.AT3G13360.1
Q14999	9606.ENSP00000438788
Q9S7V4	3702.AT1G74520.1
Q94CG0	3702.AT5G57630.1
Q39161	3702.AT2G15620.1
P62424	9606.ENSP00000361076
Q9SUH1	3702.AT4G30750.1
Q8L8S0	3702.AT5G57860.3
Q9M268	3702.AT3G61970.1
Q8L5Z2	3702.AT3G47675.1
Q9FL28	3702.AT5G46330.1
Q9LXG5	3702.AT5G15160.1
Q93XN8	3702.AT3G52340.3
P42748	3702.AT5G41340.1
Q9M1T8	3702.AT3G45210.1
Q00975	9606.ENSP00000360423
Q84J88	3702.AT5G27690.1
O23342	3702.AT4G14870.1
Q5XQC7	3702.AT1G08860.1
F1MA98	10116.ENSRNOP00000062172
Q9FKZ3	3702.AT5G66870.1
Q9SJ29	3702.AT2G05330.1
P25854	3702.AT1G66410.2
Q3ECE3	3702.AT1G70910.1
Q8NF50	9606.ENSP00000394888
Q9MAM1	3702.AT1G01140.3
Q84JZ6	3702.AT3G06790.1
Q8RWY4	3702.AT1G64530.1
Q93VP2	3702.AT1G22990.1
Q9R010	10116.ENSRNOP00000047025
O14933	9606.ENSP00000287156
Q8LBM4	3702.AT2G16710.3
Q9BXW6	9606.ENSP00000320291
Q9AT61	3702.AT2G30340.1
Q9M1Z5	3702.AT3G59790.1
Q94AP3	3702.AT1G75500.1
O48661	3702.AT1G70310.1
D4A4L4	10116.ENSRNOP00000042347
Q63347	10116.ENSRNOP00000016450
Q2KHM9	9606.ENSP00000355250
P97526	10116.ENSRNOP00000050393
O49485	3702.AT4G34200.1
Q9FKG1	3702.AT5G61600.1
P49572	3702.AT2G04400.1
Q9LNV3	3702.AT1G07340.1
A0A0G2K5E4	10116.ENSRNOP00000005479
F1M4A4	10116.ENSRNOP00000038927
P24268	10116.ENSRNOP00000027407
Q01177	10116.ENSRNOP00000023370
O04211	3702.AT2G40080.1
O80542	3702.AT1G22810.1
D4ADE5	10116.ENSRNOP00000017736
O22152	3702.AT2G45190.1
Q9SS98	3702.AT3G01570.1
Q9SF40	3702.AT3G09630.1
Q9FME3	3702.AT5G60970.1
P62919	10116.ENSRNOP00000046553
Q8H7F6	3702.AT2G38270.1
P48768	10116.ENSRNOP00000042012
Q8VWK4	3702.AT1G49950.3
Q96524	3702.AT1G04400.1
Q9Y230	9606.ENSP00000473172
P97837	10116.ENSRNOP00000054654
Q8GW17	3702.AT1G25470.1
Q8CGU6	10116.ENSRNOP00000008150
Q9LK52	3702.AT3G13200.1
P85969	10116.ENSRNOP00000006329
Q8IYA6	9606.ENSP00000305204
O08553	10090.ENSMUSP00000022629
P62755	10116.ENSRNOP00000010383
P55797	10116.ENSRNOP00000024832
P52287	10116.ENSRNOP00000021480
Q9XGU0	3702.AT2G44690.1
Q9SGV6	3702.AT1G64590.1
P61810	10116.ENSRNOP00000062473
O95625	9606.ENSP00000326200
Q9FIG9	3702.AT5G42480.1
Q9LM66	3702.AT1G20850.1
Q9LFL3	3702.AT5G16880.1
Q7TQ16	10116.ENSRNOP00000065074
Q8W475	3702.AT2G47620.1
Q9ZT71	3702.AT4G03430.1
Q9T0D3	3702.AT4G11660.1
Q8LEK2	3702.AT1G09330.1
P39656	9606.ENSP00000399457
Q9C6C8	3702.AT1G49860.1
Q9C9V2	3702.AT1G67860.1
P04639	10116.ENSRNOP00000065206
Q9XEA0	3702.AT4G04350.1
P59215	10116.ENSRNOP00000026373
Q9LSI4	3702.AT3G12910.1
Q16348	9606.ENSP00000417085
O49354	3702.AT2G30920.1
Q8GXW1	3702.AT3G03450.1
Q9NYB0	9606.ENSP00000300086
Q43125	3702.AT4G08920.1
P19525	9606.ENSP00000233057
Q9FFW5	3702.AT5G38560.1
D3ZM33	10116.ENSRNOP00000046090
Q9SIP7	3702.AT2G31610.1
Q41932	3702.AT4G05180.1
Q9M0R0	3702.AT4G09180.1
Q6NQJ7	3702.AT1G76320.1
Q9ZPY4	3702.AT2G46550.1
P21180	10090.ENSMUSP00000025230
O80482	3702.AT1G09250.1
Q9SAC6	3702.AT1G10760.1
Q9LPN5	3702.AT3G10640.1
Q94CK1	3702.AT5G12410.1
Q682H4	3702.AT2G30350.2
P62716	10116.ENSRNOP00000020663
Q8GY61	3702.AT4G34530.1
Q9SQU6	3702.AT3G06430.1
Q5W7F2	3702.AT5G13300.1
Q99068	10116.ENSRNOP00000012665
A1L4W5	3702.AT3G43700.1
Q9SKG5	3702.AT2G13790.1
O48828	3702.AT2G17880.1
Q9C9B5	3702.AT1G73940.1
Q6Q151	3702.AT1G53720.1
Q42588	3702.AT1G55920.1
Q8H0T6	3702.AT3G01550.1
Q9ES40	10116.ENSRNOP00000010185
Q86WV6	9606.ENSP00000331288
M0RCY2	10116.ENSRNOP00000067470
P14842	10116.ENSRNOP00000013408
Q9LU46	3702.AT5G51280.1
Q9FGW7	3702.AT5G63350.1
Q32KK2	10116.ENSRNOP00000017782
P37377	10116.ENSRNOP00000040281
Q3MIE4	10116.ENSRNOP00000028084
O94901	9606.ENSP00000384015
Q8VY60	3702.AT1G15260.1
F4KIA8	3702.AT5G10800.1
Q949U7	3702.AT3G52960.1
Q9FMC8	3702.AT5G04820.1
Q9LU98	3702.AT3G25930.1
Q9SEL5	3702.AT1G26670.1
Q84MZ4	3702.AT1G72050.2
O80548	3702.AT1G22730.1
Q38796	3702.AT4G02560.1
D3ZNQ6	10116.ENSRNOP00000034271
O81788	3702.AT4G35550.1
Q9SG83	3702.AT3G10770.1
P08238	9606.ENSP00000360609
O43657	9606.ENSP00000362111
Q7XA73	3702.AT4G14713.1
Q9C690	3702.AT1G51140.1
Q700C7	3702.AT5G53210.1
O81149	3702.AT1G53850.1
Q9SIU2	3702.AT2G13540.1
P60711	10116.ENSRNOP00000044296
O88801	10116.ENSRNOP00000026158
Q9SK33	3702.AT2G25000.1
Q62623	10116.ENSRNOP00000037772
Q6A332	3702.AT3G21430.2
Q9LSX8	3702.AT3G21860.1
Q8S3U9	3702.AT1G76850.1
Q1PFC2	3702.AT1G77980.1
Q9FE78	3702.AT5G05470.1
Q38841	3702.AT1G71692.1
Q43309	3702.AT2G22810.1
Q38853	3702.AT4G35770.1
O14907	9606.ENSP00000225525
Q9NQV6	9606.ENSP00000351686
P0CJ46	3702.AT2G37620.1
P08082	10116.ENSRNOP00000023651
Q8L7S4	3702.AT1G24764.1
Q9SUE8	3702.AT4G27900.1
Q00610	9606.ENSP00000479606
Q9C670	3702.AT1G26260.1
O65573	3702.AT5G58720.1
Q9JIR4	10116.ENSRNOP00000015454
Q9LQ08	3702.AT1G62975.1
Q7L7V1	9606.ENSP00000284690
F7FJR8	10116.ENSRNOP00000016042
O08701	10116.ENSRNOP00000015083
P12785	10116.ENSRNOP00000064445
Q52M93	9606.ENSP00000433773
P47971	10116.ENSRNOP00000005067
P81799	10116.ENSRNOP00000039247
Q6IFU9	10116.ENSRNOP00000019477
F4IUW3	3702.AT2G39130.1
P67870	9606.ENSP00000365042
O81147	3702.AT2G05840.1
B7U179	3702.AT5G13060.1
P68371	9606.ENSP00000341289
Q9FX53	3702.AT1G13450.1
O35814	10116.ENSRNOP00000028743
Q9ZVY7	3702.AT1G05510.1
Q94BS8	3702.AT1G72630.1
Q9LRU5	3702.AT3G30210.1
Q9SMW7	3702.AT1G17880.1
O82174	3702.AT2G35170.1
Q9FNY2	3702.AT5G03415.1
Q9LMA8	3702.AT1G19180.1
Q9LV35	3702.AT3G18060.1
Q9FT73	3702.AT1G31360.1
Q9SGH4	3702.AT3G01440.1
Q06AN9	3702.AT3G16320.1
Q63787	10116.ENSRNOP00000025687
Q9ZPX9	3702.AT2G46600.1
O88656	10116.ENSRNOP00000001315
Q61789	10090.ENSMUSP00000089703
Q9BQ39	9606.ENSP00000362687
Q8S8N6	3702.AT2G06925.1
Q66HA6	10116.ENSRNOP00000010053
Q9C6S8	3702.AT1G31870.2
Q9LZ98	3702.AT5G02270.2
G3V8S0	10116.ENSRNOP00000028006
Q9SJW6	3702.AT2G31300.1
Q38937	3702.AT1G75840.1
Q9XGZ2	3702.AT5G25930.1
Q9M2X3	3702.AT3G49850.1
Q96251	3702.AT5G13450.1
Q07071	10116.ENSRNOP00000064260
Q42406	3702.AT4G34870.1
Q67ZW1	3702.AT5G66110.1
F4HXH4	3702.AT1G75230.2
Q9SHG7	3702.AT1G17080.1
Q9NPB6	9606.ENSP00000219255
P35284	10116.ENSRNOP00000059602
O75691	9606.ENSP00000261637
Q9LNJ5	3702.AT1G01260.1
Q6P762	10116.ENSRNOP00000030766
Q9C4Z7	3702.AT1G69390.1
Q8VXU5	3702.AT3G53630.1
Q9SJE9	3702.AT1G08430.1
Q91Z79	10116.ENSRNOP00000028142
Q9FY99	3702.AT5G13110.1
Q39079	3702.AT2G35720.1
Q8GW47	3702.AT2G18876.1
Q94A51	3702.AT3G49060.1
P16972	3702.AT1G60950.1
Q8LFJ5	3702.AT1G22270.1
Q63699	10116.ENSRNOP00000032191
G3V7T6	10116.ENSRNOP00000019126
Q8VZL1	3702.AT5G13260.1
Q94EI6	3702.AT2G40630.1
Q6NKX5	3702.AT5G06310.1
O49048	3702.AT1G77140.1
Q8L745	3702.AT5G42220.1
P46379	9606.ENSP00000365131
Q5NCX5	10090.ENSMUSP00000053235
Q38829	3702.AT4G28640.2
Q9LZF6	3702.AT5G03340.1
Q6IG00	10116.ENSRNOP00000012943
P48442	10116.ENSRNOP00000003092
Q9M1S9	3702.AT3G54710.1
O49299	3702.AT1G23190.1
Q93ZT6	3702.AT5G57870.1
P48284	10116.ENSRNOP00000003908
Q4QQV2	10116.ENSRNOP00000010020
Q94JV1	3702.AT1G69340.1
Q2IBC5	10116.ENSRNOP00000008722
Q764N2	9823.ENSSSCP00000028968
Q5NE99	177416.FTT_1749
Q8H1E8	3702.AT3G17310.1
Q9S7I6	3702.AT3G02130.1
Q9SHY1	3702.AT1G65740.1
Q9JK71	10116.ENSRNOP00000026952
Q9LTT3	3702.AT3G13350.1
D3ZWB4	10116.ENSRNOP00000018406
O23066	3702.AT4G00360.1
Q9FMF7	3702.AT5G64290.1
Q9C744	3702.AT1G48760.2
Q9FYA2	3702.AT5G13080.1
Q9FGU1	3702.AT5G58030.1
Q9FYF9	3702.AT1G67340.1
Q9M0I4	3702.AT4G28230.1
P05426	10116.ENSRNOP00000009431
P11711	10116.ENSRNOP00000028237
Q9ZW21	3702.AT2G29380.1
P18146	9606.ENSP00000239938
Q9LYJ0	3702.AT5G14700.1
B5DEN5	10116.ENSRNOP00000036882
Q94BV4	3702.AT2G45810.1
F4I4I6	3702.AT1G16705.2
Q9SRZ6	3702.AT1G65930.1
F1M0J7	10116.ENSRNOP00000016628
Q9LP45	3702.AT1G29150.1
O80995	3702.AT2G26010.1
Q9FKK1	3702.AT5G60460.1
Q940J8	3702.AT4G19410.2
A2CG63	10090.ENSMUSP00000106163
P27361	9606.ENSP00000263025
O80474	3702.AT2G23580.1
P43033	9913.ENSBTAP00000052656
P17839	3702.AT4G18960.1
Q96GY0	9606.ENSP00000263849
Q6IRK9	10116.ENSRNOP00000008211
O60333	9606.ENSP00000263934
Q6NPE9	3702.AT4G33690.1
Q1JPP8	3702.AT5G02220.1
Q9LUJ3	3702.AT3G22680.1
Q38944	3702.AT2G38050.1
Q9LND7	3702.AT1G06110.1
Q9CAG1	3702.AT1G67580.1
Q9C7E8	3702.AT1G28050.1
Q00959	10116.ENSRNOP00000042235
Q07890	9606.ENSP00000216373
Q9H7H0	9606.ENSP00000372445
C0LGI5	3702.AT1G69990.1
Q94F39	3702.AT3G29575.1
Q12824	9606.ENSP00000263121
O81316	3702.AT4G00150.1
Q78P75	10116.ENSRNOP00000012279
Q9SDW0	3702.AT5G01380.1
Q9M9A5	3702.AT1G49030.1
O70511	10116.ENSRNOP00000043687
Q5NE79	177416.FTT_1773c
Q94AZ4	3702.AT1G12310.1
P51808	9606.ENSP00000367841
P50148	9606.ENSP00000286548
Q9FVJ3	3702.AT4G21160.3
P06761	10116.ENSRNOP00000025064
Q9LP80	3702.AT1G48450.1
Q42484	3702.AT4G26090.1
Q9S7P9	3702.AT5G61210.1
O43791	9606.ENSP00000377001
P61227	10116.ENSRNOP00000019340
Q9LE80	3702.AT3G15450.1
Q9QVC8	10116.ENSRNOP00000008737
Q63259	10116.ENSRNOP00000026654
Q9SVY0	3702.AT3G57660.1
Q9LYR4	3702.AT5G13420.1
P00388	10116.ENSRNOP00000001961
Q9QXN1	10116.ENSRNOP00000013694
Q99471	9606.ENSP00000447942
Q709F0	9606.ENSP00000264990
Q6MG49	10116.ENSRNOP00000057557
O81775	3702.AT4G31730.1
P49966	3702.AT5G49500.1
Q9FK59	3702.AT5G18110.1
Q8RWM3	3702.AT3G09180.1
P34064	10116.ENSRNOP00000026928
Q8WVM7	9606.ENSP00000372689
Q7XA65	3702.AT1G56345.1
Q8VZ38	3702.AT4G00780.1
O55156	10116.ENSRNOP00000035734
P54001	10116.ENSRNOP00000064405
P68403	10116.ENSRNOP00000016417
Q8IZ83	9606.ENSP00000293350
O64682	3702.AT2G34650.1
Q9XGM3	3702.AT5G45250.1
O54715	10116.ENSRNOP00000053134
Q8GXD9	3702.AT3G19570.2
P42804	3702.AT1G58290.1
Q96502	3702.AT3G02380.1
Q0V802	3702.AT5G65400.1
F1LQY6	10116.ENSRNOP00000020341
Q9Y618	9606.ENSP00000384018
P23818	10090.ENSMUSP00000044494
Q9QZM5	10116.ENSRNOP00000054381
O22173	3702.AT2G23350.1
Q9CAG5	3702.AT1G67530.1
Q9LDH1	3702.AT3G56710.1
D4A9D6	10116.ENSRNOP00000061368
Q9SFU2	3702.AT3G07120.1
P17612	9606.ENSP00000309591
Q8GXM7	3702.AT1G70920.1
O22179	3702.AT2G23290.1
O04951	3702.AT1G69960.1
P46644	3702.AT5G11520.1
P34790	3702.AT4G38740.1
Q9LTI5	3702.AT5G59450.1
Q9ZR72	3702.AT2G36910.1
Q949S4	3702.AT1G14340.1
Q31708	3702.AT2G07734.1
Q39010	3702.AT2G30980.1
A0AV96	9606.ENSP00000371212
Q8VZ91	3702.AT4G17490.1
Q9SB65	3702.AT4G24700.1
Q9FEF8	3702.AT5G52470.1
Q9SZ75	3702.AT4G12100.1
Q9ZQ12	3702.AT2G06200.1
Q9M7Q7	3702.AT1G07370.1
Q2V452	3702.AT2G26980.4
Q9SYI9	3702.AT4G01920.1
O23530	3702.AT4G16890.1
P27653	10116.ENSRNOP00000008374
Q7TP47	10116.ENSRNOP00000048433
Q8RY94	3702.AT4G18440.1
P21579	9606.ENSP00000261205
Q9LY29	3702.AT5G07310.1
Q7G8T1	3702.AT3G10470.1
Q700E4	3702.AT3G61950.1
D3ZD97	10116.ENSRNOP00000005126
Q9LPT6	3702.AT1G50670.1
Q5ICW4	9913.ENSBTAP00000025686
P05109	9606.ENSP00000357722
O64511	3702.AT2G02710.1
Q93Z18	3702.AT4G28880.1
O22703	3702.AT1G60650.2
P48529	3702.AT4G26720.1
Q9SIH1	3702.AT2G36130.1
D4ABI7	10116.ENSRNOP00000045049
Q8L743	3702.AT1G24280.1
P19234	10116.ENSRNOP00000016965
P13569	9606.ENSP00000003084
Q9SQI8	3702.AT3G25860.1
P41088	3702.AT3G55120.1
